Fz,FC3,FC1,FCz,FC2,FC4,C5,C3,C1,Cz,C2,C4,C6,CP3,CP1,CPz,CP2,CP4,P1,Pz,P2,POz,true_label
-23.191665685496606,-23.359555051561475,-23.33220588936226,-23.28218827070783,-23.287681889374735,-23.23529163163459,-23.86097000110044,-23.51710802787265,-23.40114686686018,-23.35237294901635,-23.33064159188636,-23.4459698491614,-23.455906090609908,-23.562956421471064,-23.4598056565167,-23.33595154363216,-23.250717704921065,-23.383175673401837,-23.257519610634105,-23.11530252660789,-23.20485410035828,-22.9422349315111,left-hand
-22.462231631115714,-22.64314050648044,-22.464872697751122,-22.497899800972274,-22.416976943580234,-22.467230619366475,-23.20782148175451,-22.908292732383785,-22.69766445642567,-22.55443656024563,-22.62267222934564,-22.728240938233082,-23.043081019518027,-23.132679591787745,-23.024809297335143,-22.983483042305878,-22.872723111925215,-23.084574279380977,-23.376385797811693,-23.26363779231147,-23.360749412429037,-23.436394160310684,left-hand
-22.925406797770577,-23.199794026125122,-23.043199202779455,-23.05621115682888,-23.177246698433457,-23.297371855219804,-23.608450797953914,-23.420435278507128,-23.339781377267432,-23.24924652145224,-23.43637101209098,-23.518985476056372,-23.571049759214795,-23.54081754554929,-23.491267774030298,-23.362233258188997,-23.55918628925786,-23.56066329912124,-23.664694044657175,-23.61905359832,-23.685997824675567,-23.66885627758785,right-hand
-23.263367586862977,-23.50377601850053,-23.26759278071536,-23.147664484769276,-23.246537023542533,-23.396849984707988,-23.81910604365145,-23.663313000270797,-23.444026411825284,-23.31406936548818,-23.330619990542523,-23.492689711763457,-23.5964740661252,-23.542520546690977,-23.446119958789616,-23.283998965126322,-23.30733568765784,-23.345632353366113,-23.339939471788835,-23.15720900060336,-23.17551107978854,-23.04728052280413,right-hand
-22.645493810876257,-22.988435518594997,-22.82395414511347,-22.77030471176164,-22.742710107735245,-22.70235442077781,-23.47547585417358,-23.103055901124172,-22.97156149712924,-22.896923407781085,-22.95080169520964,-23.075163147699293,-23.255320500596625,-23.137112676300184,-23.042657207730674,-22.963661622095767,-23.0241960538183,-23.087835646942438,-23.053088589884318,-22.930875979492598,-23.014251121654816,-22.806469558452466,left-hand
-23.123195180467416,-23.214497148064435,-23.054561939499155,-23.011642654850508,-22.96196418934004,-23.03182615883746,-23.744310832234607,-23.53399000939961,-23.241290766966532,-23.059801185962954,-23.06242179096616,-23.093634762679244,-23.1882480209423,-23.660938276838667,-23.51348371400421,-23.402054613449742,-23.317500007698637,-23.325326362062043,-23.81209151089554,-23.675891800746424,-23.674615263639588,-23.607586375635957,left-hand
-22.86652073957895,-23.128461759772605,-22.82464704729106,-22.66132500595061,-22.753489188048636,-22.978094628851686,-23.496132307715683,-23.225006114315363,-22.941297320531824,-22.674702311651796,-22.795160322136933,-23.024923244528935,-23.30864486304106,-23.12633629741556,-23.01412876982245,-22.83042949504265,-22.91706113748151,-23.024177392883207,-23.117769555408373,-23.019962481990195,-23.062684160317225,-23.113802169683005,right-hand
-23.04015234780892,-23.28695479291126,-23.23601469980406,-23.25720826364475,-23.169763716640745,-23.20530474594708,-23.77730729500919,-23.456757391168054,-23.274946537032857,-23.142671896966693,-23.14871553857109,-23.19613501445386,-23.410156719985796,-23.580396675078177,-23.323229648639366,-23.186107388157698,-23.213114602908483,-23.265657694006016,-23.416116463331814,-23.26152731914422,-23.306716282599126,-23.24069899660157,left-hand
-23.192661276485133,-23.19983760573128,-23.25255778908369,-23.157209870641612,-23.208756343974496,-23.230893337326656,-23.883932414096623,-23.42063297785066,-23.56235936766906,-23.366009016673544,-23.313818255271865,-23.384985015172415,-23.57479281006152,-23.6476372613988,-23.610897554880797,-23.572926373058955,-23.533973840563995,-23.636227978453274,-23.77269956920219,-23.740775112961288,-23.777356427681063,-23.69033308743857,left-hand
-23.174107805207168,-23.022537353181296,-22.944860601755288,-22.887656480380862,-22.906639420816276,-23.08019923853312,-23.425716510331885,-23.114125040377036,-22.83102305890568,-22.730441650196045,-22.96967028231025,-23.20218496983782,-23.56657409008245,-23.127148369462216,-22.948372460110008,-22.88736523736366,-23.123222511462266,-23.3162745652713,-23.104815827584822,-23.043138265823277,-23.248112602272304,-23.15040339285085,right-hand
-22.90715253169936,-23.26032405467104,-22.879851136038937,-22.73120897145227,-22.806390146572063,-23.087971620365728,-24.08655791857762,-23.78160348346988,-22.947026468675894,-22.749423513029846,-22.882021763486996,-23.216099252211457,-23.689544569814476,-23.822383928191787,-23.243769265853103,-23.0626678344239,-23.060408726171225,-23.248582459633255,-23.515454414683564,-23.287917472999553,-23.2930781499454,-23.34725554240255,right-hand
-23.048480157256954,-22.965560711026075,-22.89257464196921,-22.831111437074508,-22.948797863467256,-23.08102305266971,-23.46367837714441,-23.356324444589646,-23.170041059229128,-23.05048584689911,-23.16282276955659,-23.356716033113962,-23.565777832059997,-23.600305047963385,-23.52729049139703,-23.43412086167495,-23.514308395582184,-23.64813039545865,-23.896829868354537,-23.771837954118602,-23.834989272602094,-23.879571194838363,left-hand
-23.15486080867251,-23.035544173710896,-23.04289368206437,-22.918995027194132,-23.037244671470848,-23.129707784555915,-23.75698709962711,-23.21947239614837,-23.11688431286325,-22.92507339653506,-23.179786595221223,-23.44395687137031,-23.580909565871753,-23.52252184125351,-23.39605313735188,-23.29524735617377,-23.525617296100393,-23.712479296486197,-23.546193430222996,-23.570259628879477,-23.823778324798383,-23.62445966423012,right-hand
-22.86096197410851,-23.040668788501932,-22.798044803429388,-22.718084487174533,-22.71957845358662,-22.790020859913604,-23.75747340452608,-23.17118649015792,-22.846970022922733,-22.674981599574146,-22.76225227269044,-22.84711110490855,-23.000827423853234,-23.072414561231902,-22.994450159753917,-22.829859252422377,-22.8622705046263,-22.873257668008605,-22.993541628295244,-22.977590240576742,-22.966758566278248,-23.04645024978654,left-hand
-22.776976442261383,-22.983389715710395,-22.747699229253836,-22.620148385117837,-22.68071777601687,-22.827246821871594,-23.657483130919186,-23.277519547460486,-23.01212397529159,-22.755505607330324,-22.84500858235478,-23.00155074991165,-23.209250681608225,-23.347681487545465,-23.19451826754485,-23.078569426554484,-23.131214624517725,-23.15212017731222,-23.471156736291178,-23.400838084840416,-23.452976525466983,-23.618270330129832,right-hand
-23.765755591985027,-23.91730382214992,-23.844666039854555,-23.68065776939647,-23.67880772409397,-23.663907788957896,-24.28027801347817,-24.062553017827447,-23.685269328672074,-23.5780450336967,-23.693945306498637,-23.700508226344027,-23.67542313401249,-23.901199435264704,-23.721563922270118,-23.619561843065284,-23.7551662517778,-23.675167158666518,-23.559815935705846,-23.50997183761225,-23.646211454735408,-23.310825438650078,right-hand
-23.063340484028426,-23.354891874208786,-23.043598101629822,-22.830898510750647,-22.815342021150187,-22.96711920102628,-23.966946426832976,-23.370544852840542,-23.08171361288058,-22.807078260411693,-22.85876891034596,-23.07613363959189,-23.313532493766065,-23.529183228536226,-23.12634125350644,-22.8889184334254,-23.054725659114954,-23.21794404175985,-23.276701503263777,-23.112369569458416,-23.18506909240884,-23.058962625135788,left-hand
-23.371401920332524,-23.127710496760898,-23.164966690221323,-23.08761417161658,-23.012111088158466,-23.12150138140625,-23.551564007486576,-23.0627143391854,-23.022393264810393,-22.89642976172483,-22.937103926360532,-23.06506167915412,-23.427710741891417,-23.18875196314201,-22.993441541707337,-22.762395670529965,-22.903634968257556,-23.04502019385821,-23.089090348174867,-22.965890645101524,-23.046152493406392,-23.193116379837964,right-hand
-23.00707376634969,-22.884557067893873,-22.840041122006625,-22.707399557001196,-22.809176085873077,-23.0025795106466,-23.64620436095582,-23.24377649974848,-22.94909254746981,-22.936331287388516,-22.970686330711192,-23.15931224358223,-23.534177872388913,-23.281462939660603,-23.260351906165187,-23.18165959522677,-23.2438880981093,-23.249435295142302,-23.37190715846588,-23.344515969927937,-23.347905319578423,-23.29804997493429,left-hand
-23.60392395430594,-23.656155168864085,-23.463156194835975,-23.356161084678003,-23.523370952410936,-23.65112229742402,-23.98023694801261,-23.634173481935857,-23.55860431653272,-23.421898074684997,-23.579461924170506,-23.686478121619796,-23.79639544217094,-23.659446667447863,-23.706023600768283,-23.38016504914658,-23.537261963163967,-23.574597986168495,-23.58161056548132,-23.44313940929315,-23.45933992373515,-23.304893141840097,left-hand
-23.137168105145175,-23.533930407927375,-23.20739462924879,-23.073257883515687,-23.061310848085423,-23.097177882321983,-23.920657746442842,-23.658721808761317,-23.373750631159623,-23.147729766226643,-23.08720178805508,-23.08881750607886,-23.215523121267577,-23.612709204366688,-23.491894970968357,-23.232700436216238,-23.115938175979323,-23.023579760693792,-23.58731440348666,-23.366936510038563,-23.221928085401245,-23.47805238404012,right-hand
-23.092711276917722,-23.06127853779438,-22.95965587841285,-22.935632352899507,-22.993192661298625,-23.142892401214812,-23.66480497199356,-23.22435457800465,-23.01429721956348,-22.930192372910376,-23.10772844081824,-23.301833872433324,-23.566226795168188,-23.404150978553766,-23.30289616101546,-23.274410815985398,-23.355207865867857,-23.55488047068388,-23.532331371822963,-23.537095145382903,-23.708789433377998,-23.739115068656975,left-hand
-22.825293060514554,-22.665444695662604,-22.62275494628488,-22.622440874919917,-22.65219148791534,-22.850870378206903,-23.334806422077172,-22.86319268309854,-22.66075786279235,-22.55071215695059,-22.74317595523647,-22.990146500032317,-23.483449973135098,-23.07719170839764,-22.943035235037318,-22.864684079861725,-22.92374529367276,-23.12607439768792,-23.02620423331154,-22.956267908224557,-23.06159872253976,-22.949244029585692,left-hand
-23.430051217086696,-23.735405670620302,-23.6122867124986,-23.457644811504352,-23.595912824996677,-23.684318231225703,-24.168184768002646,-23.986914506543567,-23.766094620372105,-23.70857215092742,-23.838494673381053,-23.96762341740725,-24.021623587443813,-23.981456259074577,-23.87088586754209,-23.92138770151194,-23.980553528588356,-24.03717955699071,-23.73403774204924,-23.77681852607255,-23.829266389637223,-23.420082290630898,left-hand
-23.156486477721298,-23.12460706748004,-22.957690988352862,-22.876644337853183,-23.12226048970518,-23.51430855101206,-23.576636103269742,-23.19911526928703,-22.924001505265835,-22.877660128891257,-23.1338463131817,-23.569434646169068,-23.90880727006125,-23.19388707896582,-23.027532430914373,-23.068747787286256,-23.242244438353826,-23.542978220287505,-23.118075094227198,-23.092139129473185,-23.267041805476488,-23.061042121469566,left-hand
-23.282328026359966,-23.192881589168884,-23.17209002639562,-23.05725168995816,-23.03422655258245,-23.117449686664724,-23.792397181762066,-23.274347355724796,-23.150595897860143,-22.921548360108332,-22.94979256029618,-23.011304044920927,-23.379450104629623,-23.227520249998143,-23.071723401516337,-22.95091804286488,-22.936881590817237,-22.871837724903173,-23.048866237625493,-22.972402895190005,-22.945292608148417,-22.99743689558823,right-hand
-23.126703430962582,-23.436897514964286,-23.1458037095668,-23.03337523753968,-23.185918333588365,-23.390993603712584,-24.15767300379469,-23.70717670369109,-23.320730088787297,-23.151189958621053,-23.322435837220482,-23.594333021744944,-23.82167794708187,-23.714442121436203,-23.567588009937584,-23.40741105185357,-23.540402817445965,-23.734733097952258,-23.61818255261422,-23.47912561215834,-23.6590287541622,-23.407792289570374,left-hand
-23.113024063175985,-23.048635371552745,-22.99987953700918,-23.061201273992108,-23.27213243992314,-23.4883075784172,-23.430316848302827,-23.308207521893642,-23.266829655341365,-23.075197011848154,-23.39998426128618,-23.65850400472609,-23.92039409452158,-23.25314979777372,-23.270803526514012,-23.356553538448782,-23.451560279718297,-23.70208078529519,-23.434618767324796,-23.493040681280405,-23.593540606003682,-23.528669223626327,right-hand
-24.007337035188378,-24.04175866911429,-23.889560842246627,-23.645895475660453,-23.660315753082145,-23.592245950730735,-24.47101671372861,-24.03881433020664,-23.90517428528443,-23.63997826463888,-23.760250105892332,-23.796269533051813,-24.088440257672286,-24.176668741983743,-23.983322550625374,-23.74276307579085,-23.94654204587183,-23.96807181834439,-23.97762786371865,-23.948617289700156,-24.05819595916963,-23.64784134250656,right-hand
-23.586903840511464,-23.774868861195145,-23.509675211878637,-23.253288426550977,-23.3548545026041,-23.41274873290059,-24.432406466161492,-23.855905644402775,-23.517243172497476,-23.22800912797576,-23.394426601111803,-23.461602193198555,-23.613531036951954,-23.810284414540682,-23.689314579140863,-23.445759240080175,-23.538013226481443,-23.530954380358935,-23.7277209654877,-23.687934820297393,-23.625946699832735,-23.666444843229133,left-hand
-23.549439134294246,-23.87443494752786,-23.60651644224527,-23.375070794762966,-23.329205019888395,-23.311942014046988,-24.54478074029597,-24.10605768990101,-23.698581879227817,-23.4665950517668,-23.45569117994287,-23.505281790795646,-23.55370051904567,-24.29176891420778,-23.944413986462912,-23.752277402459104,-23.691524082382706,-23.70634692319238,-24.190670306322392,-23.919102737978477,-23.87313947615188,-23.966266963375272,right-hand
-22.85692298143539,-23.074016751584296,-23.002721237918376,-22.748145950947045,-22.811878023889214,-22.919460756954912,-23.58810240087758,-23.308438756270064,-23.058392217976948,-22.86074356694437,-22.88915148379461,-23.0116833672077,-23.172059339775878,-23.32517184726746,-23.21476655999304,-23.131851353834577,-23.103834431935557,-23.14292649420355,-23.427690787003716,-23.29007674352072,-23.28225494182337,-23.326050493788863,right-hand
-22.704009942235842,-23.099398416073072,-22.893193580221432,-22.75911410557771,-22.866014317977314,-22.864818509718603,-23.64807922326902,-23.38192251633287,-23.14076292979625,-22.98703904148864,-23.12615852707897,-23.282962595035777,-23.369226882495994,-23.55439078514089,-23.38920367767811,-23.28293854633308,-23.38175614630458,-23.568051399544043,-23.609767814735154,-23.544170401964877,-23.607844565728268,-23.607740462561594,right-hand
-22.986163612125527,-22.843055827043344,-22.775266678706572,-22.69757681646869,-22.777522288951815,-22.865599306923425,-23.285222051075714,-23.043307792324136,-22.849639437379576,-22.654152815826688,-22.775957616793672,-22.882811403080336,-23.208528728464653,-23.096647292181093,-23.046483642186132,-22.883441694780394,-22.955861812622686,-23.03770923540636,-23.25172296691982,-23.179750221029565,-23.233459425491134,-23.320637622888196,left-hand
-22.485080294128515,-22.602871125174865,-22.314084537141852,-22.19600829600542,-22.20887623531071,-22.41313128304574,-23.092032544194367,-22.469073377063264,-22.18228373658157,-22.100826626899355,-22.155320451211484,-22.38957182276368,-22.80005236747131,-22.491921800021643,-22.344058184136742,-22.1724231218484,-22.190599798218937,-22.342502009830568,-22.360029368836003,-22.266235870358376,-22.298510272927047,-22.318122323568478,left-hand
-23.900469427654254,-23.691955430642228,-23.57314724710791,-23.462504403601333,-23.576457459443866,-23.518581419434863,-24.045493955804922,-23.60115285482877,-23.547535019898643,-23.3959608943783,-23.471105676742262,-23.447419043090406,-23.642136574335073,-23.59275066693019,-23.47448016612406,-23.25820214824031,-23.39509383978774,-23.467743129685516,-23.351880917426797,-23.330359905605413,-23.41811308129637,-23.29600524866451,right-hand
-23.770172152515865,-23.451122299804226,-23.412821753747792,-23.401704581408517,-23.37157830016324,-23.34150832440181,-23.74008177801007,-23.4715912200753,-23.275692376448827,-23.240007268013095,-23.345401678081906,-23.35004497498167,-23.289439259462622,-23.48017911327749,-23.43707849692571,-23.27365627871848,-23.279340601158125,-23.29763563895371,-23.46539278517646,-23.392848818841724,-23.372156704690084,-23.456558435245817,right-hand
-23.61809202395524,-23.584581218132158,-23.54204246793506,-23.458822648123164,-23.692086319637685,-23.714640932840886,-23.572294678896544,-23.545504147119885,-23.547619702387166,-23.53963062734933,-23.61296426048685,-23.635507468199062,-23.657397582050958,-23.299642446786244,-23.473815431820842,-23.527199955521418,-23.533639743146132,-23.5342019721365,-23.399921044088085,-23.38531189168451,-23.479981149955933,-23.40181513384722,left-hand
-22.876397429463648,-22.74187899195547,-22.762046554319777,-22.77967988060965,-22.79623067140796,-22.772737858584783,-23.180277275532045,-22.67212593715661,-22.696328094979425,-22.657590365087376,-22.76714680857853,-22.74965146696128,-23.054990042393904,-22.707391372755797,-22.770228711227308,-22.675813278660208,-22.730011350323476,-22.762092632142885,-22.754871634730986,-22.742856838502874,-22.784784544857818,-22.858900287610812,left-hand
-22.717320302123845,-23.121391095677435,-22.804950340182945,-22.54603667636335,-22.58929695397254,-22.728456817805416,-23.788822386555523,-23.217138649330114,-22.91938847875945,-22.64308053994461,-22.76410571831843,-22.920131058082436,-23.23030218708923,-23.33093836656618,-23.13976572447592,-22.921021198586836,-22.963680889990165,-23.07105586726994,-23.332224286094792,-23.179795605546555,-23.228919014106573,-23.329012065886015,left-hand
-22.591387665624847,-22.845198344119165,-22.87431272184254,-22.630777779144168,-22.625168920284498,-22.536123057747112,-23.5935303430543,-23.200359119490674,-22.98836744883697,-22.763888536537785,-22.796994283068706,-22.828837362164155,-23.0027167649559,-23.260836115610484,-23.132829443745543,-23.006399466039333,-22.982312839752172,-23.05309123590717,-23.178355762743415,-23.115414124613217,-23.201026676978138,-23.156459526390616,right-hand
-23.11067821336438,-22.902193172449444,-22.937332857966183,-22.891517246932263,-22.983477374820534,-23.188247796575705,-23.23120057850239,-23.01118430860759,-22.918131605214963,-22.770111435050566,-23.005047837933233,-23.253746229558427,-23.381029044814266,-23.035061941605235,-23.028406606842818,-22.90445149619179,-23.098738108142424,-23.25190790465628,-23.192622628164507,-23.089799110226764,-23.15529631261404,-23.057148070066532,right-hand
-23.003948610348417,-23.15074348852386,-22.984027087583865,-22.91121581525505,-22.893770782791734,-22.879427295880973,-23.55085295761467,-23.216199036383564,-23.114416234153236,-22.913959936885835,-22.9480034353486,-22.992234920508185,-23.179410681164537,-23.051152892384724,-23.070395957538715,-22.98004922830319,-23.026650714862615,-23.102668407621326,-23.113754164588833,-23.056925121977585,-23.11561200702175,-23.06311110283047,left-hand
-22.868177567355275,-22.91511988219344,-22.80996794102248,-22.770828600443103,-22.837429874336767,-22.81438672182329,-23.75312705713952,-23.29646416016001,-23.057702802680158,-22.82878246571189,-22.927721418723653,-22.902392838681326,-22.866294041726533,-23.457176560602296,-23.299949353821095,-23.04934072445094,-23.0077920729074,-22.907759544747517,-23.43292217032845,-23.226347637362185,-23.074571511684304,-23.301250521415188,left-hand
-23.34251663107838,-23.35143561489542,-23.21135044369228,-23.254284652724827,-23.313268678808285,-23.393488696368394,-23.709689836863763,-23.510320256970587,-23.375450314549212,-23.335106384476944,-23.409216405522248,-23.488354374672145,-23.60795465381677,-23.4297119576133,-23.397420241814004,-23.400078401318783,-23.5313712155427,-23.61860823338215,-23.411803453950824,-23.447445792144162,-23.5839594515483,-23.398335406276473,left-hand
-22.533277492653845,-22.801104202729817,-22.70114734960337,-22.669809989353322,-22.66396962627309,-22.573470915623922,-22.16311257623728,-22.608591118608874,-22.55722278895829,-22.551201852272733,-22.65595130737983,-22.608068109461442,-22.63889930621773,-22.611435202001864,-22.6662685441179,-22.611338735647518,-22.65463213686943,-22.67360209904932,-22.63532858096915,-22.655393853013884,-22.703520666892608,-22.63272924721111,right-hand
-23.76009408549727,-23.82924615766596,-23.606636100595257,-23.564977302300157,-23.69196434168992,-23.915719882075397,-24.222007212854486,-23.824381938468804,-23.531075761525024,-23.362004728193842,-23.6517692604154,-23.939655426675778,-24.17998247725832,-23.664353751568342,-23.539714324226072,-23.510248736743105,-23.699891458802124,-23.852580730371727,-23.66049743239671,-23.67047246699056,-23.764647355667073,-23.633582454085516,left-hand
-21.97237929074012,-22.442840474784777,-22.280123472707594,-22.196871233208007,-22.397744461617712,-22.476306902044392,-23.242319985084844,-22.700951549990315,-22.391951471767463,-22.28702453645436,-22.613766201270884,-22.7941426290472,-22.93694886217285,-22.927007307830685,-22.764328307020065,-22.640903239289624,-22.90597666134839,-23.034625158620877,-23.15027021662854,-23.135554252076215,-23.19994247694238,-23.339000279429083,right-hand
-22.81405902579508,-22.61612803304524,-22.57923270538114,-22.559930317601275,-22.70228727702705,-22.869264945128357,-23.073471900830505,-23.026479408031093,-22.72734562060347,-22.642621219300622,-22.850759343347086,-23.016608797182023,-23.461670022448768,-23.128199831093788,-23.092790402345226,-23.085014214111027,-23.169837505609614,-23.26244080727449,-23.509875273723633,-23.487837314358146,-23.488787305998095,-23.509593682297005,right-hand
-22.95421635074434,-23.09359986016136,-22.932088373340253,-22.784436140497544,-22.985268801832333,-22.98345863578316,-23.840541535891635,-23.343766027842857,-23.103659379739042,-22.978995051940338,-23.03727119838793,-23.072469015351597,-23.317361376367504,-23.383203893643238,-23.32483241026015,-23.067163551288445,-23.15695574289946,-23.27905260657397,-23.35365948044443,-23.31521619102762,-23.40201265870307,-23.23833069305474,left-hand
-23.38136538091189,-23.386995364531167,-23.215387324486674,-23.154519201607023,-23.201534259759637,-23.35541230628254,-23.665565354151585,-23.225097479677654,-22.984006874894238,-22.732438821741688,-22.98332308530198,-23.264213522574885,-23.609943445482134,-23.050539217627154,-22.91958526260889,-22.71261389048167,-22.942768044966773,-23.17600132842088,-23.062599169645125,-22.98304290229843,-23.13731394031992,-23.027838549241814,right-hand
-22.801160952279407,-22.87006260710263,-22.778055035163167,-22.535420674261793,-22.711118658995776,-22.97275942191821,-23.676795051046533,-23.169711957478977,-22.775962964979115,-22.585821095177778,-22.741252090304922,-22.99753293304217,-23.64034368340659,-23.26788332444229,-23.036768174981045,-22.819257690879144,-22.868204774050405,-23.072240927347003,-23.281233673022253,-23.063649840918128,-23.15345358223233,-23.343827496687446,left-hand
-23.513120994936397,-23.449041125409874,-23.446523217772366,-23.33965528510486,-23.38115461338463,-23.489326080946046,-23.86633857463142,-23.653380374180337,-23.499215455804258,-23.34889915440873,-23.372320676033226,-23.413691532993774,-23.56893466434354,-23.449839383152867,-23.444198545249975,-23.319692706982213,-23.36184937897543,-23.334741738646045,-23.360991922628084,-23.297384617347017,-23.265559274428004,-23.231053971471265,right-hand
-23.047568089437448,-22.85000324127194,-22.862004370894834,-22.785794929350203,-22.88059691769981,-23.02836042756827,-23.55859424347216,-23.19825180520547,-22.966359870572337,-22.755532826076617,-22.90490847198066,-23.124502227747367,-23.620479547410888,-23.27674158066587,-23.091052919822666,-22.98700372338652,-22.998559051380113,-23.176621435495132,-23.12927767556648,-23.034772367525875,-23.084430374022926,-23.06809079116977,right-hand
-22.972119699396366,-23.122329910049015,-22.999031514318663,-22.99718896507683,-23.14598307134903,-23.27313089581728,-23.635308168973776,-23.339825630770566,-23.202622236451745,-23.270813882771083,-23.341091927618955,-23.545594912190918,-23.786445929530995,-23.5823731155154,-23.45831225337644,-23.552506617158137,-23.625976417925344,-23.67786549528244,-23.67293535618175,-23.621087783127713,-23.717114661915094,-23.601566766997294,right-hand
-22.689107409776934,-22.881034620534127,-22.663243690536806,-22.596455074233337,-22.572201166796752,-22.647788953342644,-23.423239552758023,-22.799841235425006,-22.73290332297318,-22.624697701685214,-22.686929457881135,-22.77328791513183,-23.04805395404325,-23.12888168614633,-23.051384633968755,-22.953231701982812,-22.848295734362015,-22.874206019072755,-23.167140370248354,-23.010777932356692,-22.956149335454516,-23.026847539214028,left-hand
-23.509864596558476,-23.37284594287721,-23.44231682955728,-23.36789252163773,-23.383332326250244,-23.45287200972159,-23.665958333374046,-23.538879582077534,-23.461033345893508,-23.38405278167687,-23.38437621424632,-23.45737035376042,-23.632106410903962,-23.553224984957954,-23.453063947025193,-23.418612117759686,-23.429348399238183,-23.450897619487623,-23.388981241856854,-23.36271424949436,-23.38625241111434,-23.194259672430494,left-hand
-23.425382130927904,-23.6101415159887,-23.356913478421955,-23.233523395101248,-23.23043838633255,-23.302033971226486,-23.88652930217502,-23.586456525467813,-23.405269520103502,-23.163944409855734,-23.30955735456559,-23.42132544595362,-23.663772414563557,-23.700981307989025,-23.499621716823437,-23.32617037491483,-23.452419867452456,-23.42860570028126,-23.795113188458348,-23.632820799228874,-23.56862035384995,-23.7328625474762,left-hand
-23.1217218843964,-23.39776573385176,-23.320775044134542,-23.153835903808876,-23.22478919866421,-23.262501945602512,-23.863047135715,-23.73320917624413,-23.565250725486543,-23.47694392158292,-23.565711069493023,-23.57762600432489,-23.70768519960905,-24.06092062060792,-23.9680940846234,-23.836344744659154,-23.828878645952443,-23.86341486309237,-24.07408848638147,-23.995019762450145,-23.98582849091762,-23.708423044330463,right-hand
-23.294309030105214,-23.198954354747784,-23.203174924576285,-23.391319289345553,-23.329434830957968,-23.484249792438185,-23.819074210734204,-23.546656801770435,-23.311022271418704,-23.422190607365277,-23.467683788183315,-23.685635078383278,-23.83711203051334,-23.687252767932954,-23.587616917035394,-23.54104245467474,-23.71498187151578,-23.869099528706904,-23.833000759442147,-23.79122275122326,-23.943606863192354,-23.800400028020988,left-hand
-23.443162714722455,-23.733886145067686,-23.68877943525241,-23.493871663143363,-23.567032586162757,-23.50568174088425,-24.04537605013725,-23.86153270530583,-23.812806466031883,-23.8055789355486,-23.82688396281384,-23.782884988534718,-23.88599969243586,-23.286075799061212,-23.505833689892548,-23.451192048507554,-23.766707601940553,-23.812691670188205,-23.215151510739712,-23.3088368373877,-23.5354989826975,-23.151395049336575,left-hand
-23.39997219980172,-23.32019871860031,-23.23957613999719,-22.984427401290247,-23.056738320701974,-23.133553443068987,-23.81749374789613,-23.347407720005812,-23.222453937434935,-22.974312695231582,-23.0808757276811,-23.165099317073896,-23.559927043102647,-23.31441916762577,-23.218063773920534,-23.02223817440958,-23.079745111381893,-23.2622332548293,-23.328768924539965,-23.177533671585568,-23.20074571920454,-23.35673050491609,right-hand
-22.876849894927542,-23.12048073250449,-22.88148159516462,-22.593218024397775,-22.717770893928197,-22.792523660860404,-23.80895418751893,-23.380122779563543,-23.125847241520344,-22.761603612283963,-22.905203940371624,-23.065307678638366,-23.325680897132266,-23.40175777282771,-23.29702396231702,-23.12289805666461,-23.16504593539085,-23.325894064738034,-23.423395513513846,-23.306732069315288,-23.425800585015004,-23.287444131356143,left-hand
-23.336746270248824,-23.57568800174955,-23.348126832337734,-23.327510647903047,-23.317862761251032,-23.35488312753782,-24.17461987749206,-23.908885677830117,-23.651202855283678,-23.519430002006295,-23.4624834470375,-23.520046042327504,-23.681736401359476,-23.99823939520556,-23.845817287007293,-23.646955161954853,-23.618352768682975,-23.61045614901909,-23.827004649358948,-23.650275941136616,-23.65179404908088,-23.529051981546083,left-hand
-23.774792623512635,-23.59279858030685,-23.4655288155024,-23.536776694523596,-23.639762037695967,-23.6815517410792,-23.955589316888776,-23.55175132883302,-23.48935988719546,-23.33552835483001,-23.565313204673796,-23.637147228801155,-23.829002980104896,-23.622807816623077,-23.522645651189432,-23.48272819743619,-23.65515082485793,-23.703414299730685,-23.53243202806694,-23.484531879419084,-23.650874604839544,-23.4662987198207,right-hand
-23.087228761220736,-23.232828517047146,-22.92281538819548,-22.908112315301054,-23.13927144685643,-23.45254639992376,-23.752549363325237,-23.491546378373226,-23.089981921011198,-22.959861552262343,-23.174296852447807,-23.48660562316416,-23.66398125980088,-23.55095162609012,-23.304998031501185,-23.232492867509958,-23.337171797655714,-23.526587990548645,-23.51020121422582,-23.443724670261382,-23.50070379162834,-23.456691361584134,left-hand
-23.135298119920414,-23.269431357629355,-23.04584869613278,-22.967734765322643,-23.059559003104045,-23.13655472162219,-23.727040849580202,-23.37268121086688,-23.12473823788448,-22.96764991493618,-23.070280896955804,-23.202819825794126,-23.44020163356171,-23.29997958555992,-23.170188463200883,-23.030598318367645,-23.15643485786577,-23.211585018195244,-23.167399187247398,-23.143744538325837,-23.231732970839495,-23.173186089756282,right-hand
-22.94849876456667,-22.958396602550742,-22.7636489499933,-22.72980903714255,-22.879701980506194,-23.170671258649858,-23.65935466122516,-23.09362751673469,-22.790219153803275,-22.64811468398798,-23.004593624107073,-23.381234615452755,-23.937362318165825,-23.275578640995043,-23.02861984315794,-22.84832352343909,-23.140946418656075,-23.432364532549506,-23.382238314302416,-23.29210364598303,-23.39446865241288,-23.524800359654456,right-hand
